NOM_ETABLISSENTFR,NOM_ETABLISSENTAR,ADRESSEFR,ADRESSEAR,TELEPHONE,PROVINCE,REGION
AL JABAL,الجبل,LOTISSEMENT AL JABAL Commune MDIQ,ثانوية الجبل الاعدادية,0652114823,M'diq Fnidaq,Tanger - Tetouan
college lambarkiyine,إعدادية لمباركيين,commune lambarkiyine,جماعة  لمباركيين,0671801037,Berrechid,Chaouia - Ourdigha
sidi eddahbi,سيدي الدهبي,commune sidi dahbi,جماعة سيدي الدهبي,,Settat,Chaouia - Ourdigha
Ouled Freiha,أولاد فريحة,commune Ouled Freiha,جماعة أولاد فريحة,0661906938,Settat,Chaouia - Ourdigha
 MOHAMMED ABED ALJABERI,محمد عابد الجابري,Qota Chikh,قطع الشيخ,0661083170,Settat,Chaouia - Ourdigha
Collège Laqraqra,إعدادية القراقرة,commune laqraqra,جماعة لقراقرة,0671801767,Settat,Chaouia - Ourdigha
LYCEE COLLEGIAL AOUNANE,الثانوية الاعدادية أونان,COMMUNE AOUNANE CENTRE,مركز جماعة أونان,0659562824,Chefchaouen,Tanger - Tetouan
LYCEE COLLEGIAL  AHMED ZERKTOUNI,الثانوية الاعدادية أحمد الزرقطوني,COMMUNE AOUZGANE,جماعة اوزكان,0655790843,Chefchaouen,Tanger - Tetouan
COLLEGE Omar ben jelloun,الثانوية الاعدادية عمر بن جلون,COMMUNE AIN BAIDA CENTRE,جماعة عين بيضا المركز,0613186695,Ouezzane,Tanger - Tetouan
COLLEGE BAHR ABIAD MOUTAOUASSET,الثانوية الاعدادية البحر الابيض المتوسط,COMMUNE MALHA CENTRE,جماعة الملحة المركز,0655790844,Chefchaouen,Tanger - Tetouan
LYCEE COLLEGIAL TANAKOUB,الثانوية الاعدادية تنقوب,COMMUNE TANAKOUB CENTRE,جماعة تنقوب المركز,0670306370,Chefchaouen,Tanger - Tetouan
lycee collegial IBN TOFAIL,ابن طفيل,HAY ALWAKALA,حي الوكالة,0661902259,Oued Ed-dahab,Oued Ed-dhab - Lagouira
sakani,سكني,hay elazhar sidi moumen,حي الأزهر سيدي مومن,0666207519,Sidi Bernoussi,Grand Casablanca
abdellah el ayachi,عبد الله العياشي,Sidi Moumen,سيدي مومن,0661582734,Sidi Bernoussi,Grand Casablanca
touria sakat,ثريا السقاط,Sidi Moumen,سيدي مومن,0664097183,Sidi Bernoussi,Grand Casablanca
ESSALAM,السلام,Sidi Moumen,سيدي مومن,0661579435,Sidi Bernoussi,Grand Casablanca
lycée collegial el mouahidine,الثانوية الاعدادية الموحدين,boumalne dades,بومالن دادس,O661915506,Tinghir,Sous-Massa-Draa
lycce collegial tilmi,الثانوية الاعدادية تلمي,tilmi,تلمي,0661945402,Tinghir,Sous-Massa-Draa
COLLEGE KSAR SGHIR,ثانوية القصر الصغير الإعدادية,FERSIOUA KSAR SGHIR,فرسيوة القصر الصغير,0673695461,Fahs Anjra,Tanger - Tetouan
COLLEGE AOUAMA 2,ثانوية العوامة 2 الإعدادية,GOUARETTE  AOUAMA,الكوارت - العوامة ,0673695254,Tanger Assilah,Tanger - Tetouan
AL HIZAM AL AKHDAR,الحزام الأخضر,COMMUNE HSAINE,جماعة احصين,,Salé,Rabat - Salé - Zemmour - Zaer
 college aziz amine,اعدادية عزيز أمين,COMMUNE LAYAYDA,جماعة العيايدة,,Salé,Rabat - Salé - Zemmour - Zaer
collège Anoual,اعدادية أنوال,hay el qods ,حي القدس,0655394991,Nador,l'Oriental
Collège Al mansour dahbi,أعدادية المنصور الذهبي,Boufarkouch,بوفرقوش,,Driouch,l'Oriental
Collège abi bakr Arrazi,إع ابي بكر الرازي,Aride,عاريض,0655394828,Nador,l'Oriental
MOHAMED ENNACER,محمد الناصر,route oulmes meknes,طريق والماس- مكناس,0660125447,Khemisset,Rabat - Salé - Zemmour - Zaer
Lycée collègial assaki ,ثانوية أساكي الإعدادية,centre commune assaki,مركز الجماعة القروية اساكي,0661943798,Taroudant,Sous-Massa-Draa
TIZITCHINE,تيزي تشين ,Commune My Ahmed Cherif Ketama,جماعة مولاي علي الشريف  كتامة,0539843779,Al Houceima,Taza  - Al Hoceima - Taounate
BNI GMIL college,(بني جميل (إعدادية ,Commune Bni Gmil Mestasa,جماعة بني جميل مسطاسة,0660126080,Al Houceima,Taza  - Al Hoceima - Taounate
C. AL INBIAAT,اعدادية الانبعاث,HAY ALHOUDA,حي الهدى,0661652769,Agadir Ida Outanane,Sous-Massa-Draa
lycee collegial iguissel,الثانوية الإعدادية لإيكيسل,,,,Guelmim,Guelmim - Es-smara
lycée collégial Mohamed Zafzaf,الثانوية الاعدادية محمد زفزاف,commune targante cercle tamanar,جماعة تركانت دائرة تمنار,0661078913,Essaouira,Marrakech - Tensift - Al Haouz
13 novembre,13 نونبر,lehri centre,لهري المركز,0671814924,Khenifra,Meknès - Tafilalet
brahim raji, ابراهيم الراجي,TANFNITE CENTRE,تانفنيت المركز,0672291303,Khenifra,Meknès - Tafilalet
 AHMED AL HANSSALI, احمد الحنصالي,TOUNFITE CENTRE,تونفيت المركز,0671834174,Midelt,Meknès - Tafilalet
coL yacoub El mansoUR,يعقوب المنصور,hay laksibate bani makada,حي القصيبات بني مكادة,0673695255,Tanger Assilah,Tanger - Tetouan
Lycée collègial Tasgdelt,الثانوية الاعدادية تسكدلت,Centre souk khmiss Lhalat,مركز سوق خميس الحلات,0661502453,Chtouka Ait Baha,Sous-Massa-Draa
oulad yahya lagraire,اولاد يحيى لكراير,oulad slimane,اولاد سليمان,0661473992,Zagoura,Sous-Massa-Draa
collége errouha,اعدادية الروحى,douar boukhlal,دوار بوخلال,0661471874,Zagoura,Sous-Massa-Draa
ABOU FERASS ALHAMADANI ,ابو فراس الحمداني,QUARTIER TAMAZART,حي تمزارت,0661901898,Inzegane Ait Melloul,Sous-Massa-Draa
collège fatima el fihria,اعدادية  فاطمة الفهرية,Quartier El Mahatta,حي المحطة,,Sefrou,Fès - Boulmane
 college mhamid9,الثانوية الإعدادية المحامد 9,mhamid9,المحامد 9,,Marrakech,Marrakech - Tensift - Al Haouz
ABDELMALEK ESSAADI,عبد المالك السعدي,sahb el ouard fes,سهب الورد ,,Fès,Fès - Boulmane
mohammed ben abdelkarim el khatabi,محمد بن عبد الكريم الخطابي,oued fes 3 ème tranche,حي واد فاس الشطر 3,0660146418,Fès,Fès - Boulmane
COLLEGE AL KHAWARIZMI,ثانوية الخوارزمي الاعدادية,Centre Commune Sidi Yakoub ,مركز جماعة سيدي يعقوب ,0661940841,Azilal,Tadla - Azilal
lycee collegialCOLLEGE TAZARTE,الثانوية الإعدادية تزارت,TAZARTE,تزارت,0654758642,Al Haouz,Marrakech - Tensift - Al Haouz
lycee collegial  ALMAJD,الثانوية الإعدادية إعدادية المجد,TAHANAOUT,تحناوت,,Al Haouz,Marrakech - Tensift - Al Haouz
Collège Ouneine,ثانوية أوناين الإعدادية,Centre commune ouneine,مركز جماعة أوناين,0661944570,Taroudant,Sous-Massa-Draa
Noyau Ida ougoummad,نواة إداوكماض,Centre Commune Ida ougoummad,مركز جماعة إداوكماض,0661639014,Taroudant,Sous-Massa-Draa
AHMED EL MANSOUR DAHBI ,احمد المنصور الذهبي ,AL MADINA AL JADIDA ERRAHMA,المدينة الجديدة الرحمة ,,Nouaceur,Grand Casablanca
sidi Abdallah El Bouchouari, سيدي عبد الله البوشواري,CENTRE SIDI AABEL,مركز جماعة سيدي عبد الله البوشواري,0661502432,Chtouka Ait Baha,Sous-Massa-Draa
 IBN BAJA,ابن باجة,COMMUNE OULAD HSSINE,جماعة اولاد احسين,0661076647,El Jadida,Doukala - Abda
lyceé collegiale aouama2,الثاموية الإعدادية العوامة2,lyceé collegiale aouama2 commune aouama ,الثانوية الإعدادية العوامة2 -جماعة العوامة-,0610069411,Tanger Assilah,Tanger - Tetouan
ait mait,آيت مايت,commune ait mait,جماعة آيت مايت,,Driouch,l'Oriental
OULAD SETTOUT,اولاد ستوت,OULAD SETTOUT,اولاد ستوت,,Nador,l'Oriental
Tanessikhete,تانسيخت,Douar Tanessikhte,دوار تانسيخت,0661502216,Zagoura,Sous-Massa-Draa
Youssef Ibn Tachafine,يوسف ابن تاشفين,Lotissement  Alwifak1,تجزئة الوفاق 1,,Zagoura,Sous-Massa-Draa
college OULED DRISS,ثانوية  اولاد ادريس الإعدادية ,COMMUNE RURALE BRADIA,جماعة اولاد ادريس,0661940967,Fkih ben salah,Tadla - Azilal
college LAMGHARIR,  الثانوية الإعدادية لمغارير,COMMUNE RURALE DAR OULD ZIDOUH,جماعة دار ولد زيوح,0661115756,Fkih ben salah,Tadla - Azilal
KACEM AMINE,قاسم أمين,CENTRE COMMUNE LAMSABIH,مركز جماعة المصابيح,0662132594,Safi,Doukala - Abda
Lycée collégial BOUZNIKA,الثانوية الإعدادية بوزنيقة,Av Bir Enzaran,شارع بئر أنزران,0671803622,Benslimane,Chaouia - Ourdigha
Lycée collegial al felline, الثانوية الإعدادية  الفلين,Hay Al Felline,حي الفلين,,Benslimane,Chaouia - Ourdigha
C AIN MEDIOUNA,الثانوية الإعدادية عين مديونة,COMMUNE AIN MEDIOUNA,مركز جماعة عين مديونة,0658252983,Taounate,Taza  - Al Hoceima - Taounate
Ammar Bno Yasser,عمار بن ياسر,Hay tadamoune ,حي التضامن ,,Skhirate Temara,Rabat - Salé - Zemmour - Zaer
moulay driss al azhar,مولاي ادريس الأزهر,Tamesna,مدينة تامسنا,,Skhirate Temara,Rabat - Salé - Zemmour - Zaer
ALFARABI,الفرابي,hay ennahda   dakhla,الداخلة  حي النهضة  ,0661435988,Oued Ed-dahab,Oued Ed-dhab - Lagouira
AL IMAM CHATIBI,الأمام الشاطبي,Bouskoura,بوسكورة ,0600081719,Nouaceur,Grand Casablanca
KHADIJA OM AL MOUMININ,خديجة أم المؤمنين ,dar bouazza,دار بوعزة,0660649456,Nouaceur,Grand Casablanca
college ezZAOUIA,الزاوية,COMMUNE ZAOUIAT SIDI ABD EL KADER,جماعة زاوية سيدي عبد القادر,0539843811,Al Houceima,Taza  - Al Hoceima - Taounate
college TAGHZOUT,تغزوت,COMMUNE TAGHZOUT,جماعة تغزوت,,Al Houceima,Taza  - Al Hoceima - Taounate
college TABARRANTe,تبرانت,COMMUNE BNI BOUCHIBT,جماعة بني بوشيبت,0663610271,Al Houceima,Taza  - Al Hoceima - Taounate
college ZARKT,زرقت,COMMUNE ZARKT,جماعة زرقت,,Al Houceima,Taza  - Al Hoceima - Taounate
Ettakaddoume,التقدم,Bouakkaz,بوعكاز,0654829958,Marrakech,Marrakech - Tensift - Al Haouz
COLLEGE OUTERBAT,الثانوية الاعدادية اوتربات,OUTERBAT,اوتربات,0668348771,Midelt,Meknès - Tafilalet
Collège jOUAMAA,الثانوية الإعدادية الجوامعة,Hakama commune jouamaa,حكامة جماعة الجوامعة,0673695464,Fahs Anjra,Tanger - Tetouan
collège MOULAY ABDELLAH,الثانوية الإعدادية مولاي عبد الله,Nouinouich commune bahraouyne,النوينويش جماعة البحراويين,0673695463,Fahs Anjra,Tanger - Tetouan
KADI AAYAD,القاضي عياض,MISSOUR CENTRE,ميسور المركز,0660146506,Boulmane,Fès - Boulmane
college al amal,اعدادية الامل ,ain lahnouch centre, عين الحنوش المركز,,Ifrane,Meknès - Tafilalet
Collège El bikri,البكري,AVENUE MOULAY LHASSAN AZEMMOUR,نهج مولاي الحسن الأول,0661112293,El Jadida,Doukala - Abda
ZINEB nefzaouia,زينب النفزاوية,HAY RIAD OUISLANE,حي الرياض ويسلان,0661120051,Meknes,Meknès - Tafilalet
3 MARS,مارس3,HAY EL mailha,حي الميلحة,0662896394,El Jadida,Doukala - Abda
LALLA MARYAM,للا مريم,OULED MBAREK,اولاد مبارك,0671814825,Kenitra,Gharb - Chrarda - Beni Hssen
les pépinières,المشاتل,SIDI TAIBI,سيدي الطيبي,0671833198,Kenitra,Gharb - Chrarda - Beni Hssen
LYCEE COLLEGIAL EL JEBHA,الثانوية الاعدادية الجبهة,JEBHA CENTRE CHEFCHAOUEN,الجبهة المركز إقليم شفشاون,,Chefchaouen,Tanger - Tetouan
LYCEE COLLEGIAL ibnou sina,ثانوية ابن سينا الإعدادية,KSBAT SIDI ABELLAH BEN MBAREK,قصبة سيدي عبد الله بن مبارك,0667022295,Tata,Guelmim - Es-smara
AL MANFALOUTI,المنفلوطي,al mariniyne,المرينيين ,0660146500,Fès,Fès - Boulmane
MZOURA ,   امزورة,COMMUNE MZOURA,جماعة مزورة,0666278847,Settat,Chaouia - Ourdigha
COLLEGE soualem,الثانوية الاعدادية السوالم,HAD SOUALEM province de berrechid,حد السوالم إقليم برشيد,0661102652,Berrechid,Chaouia - Ourdigha
college almajd ,الثانوية الإعدادية المجد,tabriket,تابريكت,,Salé,Rabat - Salé - Zemmour - Zaer
almaghrib alarabi,اعدادية المغرب العربي,sala aljadida,سلا الجديدة,,Salé,Rabat - Salé - Zemmour - Zaer
RAHHAL ALMASKINI,رحال المسكيني,Elmadinajadida,المدينة الجديدة,,Moulay R'chid_Sidi Otmane,Grand Casablanca
college alhanae,اعدادية الهناء, lotissement sidi abdellah  laayayda,تجزئة سيدي عبدالله لعيايدة ,0660132625,Salé,Rabat - Salé - Zemmour - Zaer
LYCEE COLLEGIAL NIRS,الثانوية الاعدادية نيرس,CENTRE COMMUNE AZAGHAR N IRS,مركز جماعة أزغار نيرس,0661442668,Taroudant,Sous-Massa-Draa
Ennasr,النصر,El azouzia,العزوزية,,Marrakech,Marrakech - Tensift - Al Haouz
ali ibn abi taleb,علي ابن أبي طالب,lehraouin,جماعة الهراويين,,Mediouna,Grand Casablanca
abdellah ibrahim,المرحوم عبد الله ابراهيم,lehraouin,جماعة الهراويين,,Mediouna,Grand Casablanca
youssef ibn tachfine,يوسف ابن تاشفين,lehraouin,جماعة الهراويين,,Mediouna,Grand Casablanca
COLLEGE MOULAY ABDELLAH,اعدادية مولاي عبد الله,ESSOUIRA ELJADIDA ELGHAZOUA,الصويرة الجديدة، الغزوة,0654827096,Essaouira,Marrakech - Tensift - Al Haouz
lycée collègial sidi Yehya bni Zeroual,ثانوية سيدي يحيى بني زروال الإعدادية,CNTR COMMUNE SIDI YAHIA BNI ZAROUALGHAFSAY,مركز جماعة سيدي يحيى بني زروال غفساي,,Taounate,Taza  - Al Hoceima - Taounate
AL FARABI,الفرابي,COMMUNE RURAL TAINASTE,جماعة تايناست,,Taza,Taza  - Al Hoceima - Taounate
COLLEGE EL WAHDA,إعدادية الوحدة,CAMP EL WAHDA N1,مخيم الوحدة رقم 1,0670330364,Boujdour,Laayoune-Boujdour-Sakia Al Hamra
College Ouled Fennane,اع اولاد فنان,Centre ouled fennane,مركز جماعة اولاد فنان,,Khouribga,Chaouia - Ourdigha
Al irfane,العرفان,lot al irfane ziaten,تجزئة العرفان الزياتن,,Tanger Assilah,Tanger - Tetouan
lala khadija ,لالة خديجة ,lot al ikhlasse route de tetouan,تجزئة الاخلاص طريق تطوان ,0699937656,Tanger Assilah,Tanger - Tetouan
HOUDERRANE,حودران,COMMUNE HOUDERRANE,جماعة حودران,,Khemisset,Rabat - Salé - Zemmour - Zaer
Lycée collégial AMHIRICH,ثانوية امحيريش الاعدادية,douar torkoz,دوار تركز,,Guelmim,Guelmim - Es-smara
Lycée  BOUIZAKARNE collégial,ثانوية بويزكارن الاعدادية,HAY EL MASSIRA,حي المسيرة,0667012867,Guelmim,Guelmim - Es-smara
Lycée collégial Ibn Battouta,الثانوية الإعدادية إبن بطوطة,TAMeLLALeT,تملالت,0654827114,El Kelaa Des Sraghna,Marrakech - Tensift - Al Haouz
Lycéé collégial Chtaiba,الثانوية الاعدادية اشطيبة,Chtaiba,اشطيبة,sans,El Kelaa Des Sraghna,Marrakech - Tensift - Al Haouz
Lycée collégial Errafiaya,الثانوية الاعدادية الرافعية,Commune Errafiaya,جماعة الرافعية,,El Kelaa Des Sraghna,Marrakech - Tensift - Al Haouz
Lycée collégial Hiadna,الثانوية الاعدادية الهيادنة,Commune Hiadna,جماعة الهيادنة,0668728334,El Kelaa Des Sraghna,Marrakech - Tensift - Al Haouz
Lycée collégial OULED SBIH,الثانوية الاعدادية اولاد اصبيح,Commune OULED SBIH,جماعة  اولاد اصبيح,,El Kelaa Des Sraghna,Marrakech - Tensift - Al Haouz
IBNOU HAZM,ابن حزم,TIFeLT,تيفلت,,Khemisset,Rabat - Salé - Zemmour - Zaer
LYCEE COLLEGIAL BOUHMED,الثانوية الاعدادية بواحمد,COMMUNE BNI BOUZRA CHEFCHAOUEN,جماعة بني بوزرة شفشاون,,Chefchaouen,Tanger - Tetouan
AL MASSAB,المصب,QUARTIER ELAMAL,حي الأمل,,El Jadida,Doukala - Abda
IBNO LHAYTAM,ابن الهيثم,Quartier chuibir ,حي الشويبير,,Guercif,Taza  - Al Hoceima - Taounate
collège ANOUAL,إعدادية أنوال,SIDI KACEM,سيدي قاسم,0655250466,Sidi Kacem,Gharb - Chrarda - Beni Hssen
collège EZZAYTOUNE,إعدادية الزيتون,LAMRABIH,المرابيح,0655244628,Sidi Kacem,Gharb - Chrarda - Beni Hssen
AL MASSIRA 3,المسيرة 3,HAY AL MASSIRA 3,حي المسيرة 3,0669113849,Marrakech,Marrakech - Tensift - Al Haouz
ABDESLAM EL MASTARI,عبد السلام المستاري,HAY AL MASSAR,حي المسار,,Marrakech,Marrakech - Tensift - Al Haouz
AL AFAK,الآفاق,OULED BA  SAADA,أولاد با سعادة,,Marrakech,Marrakech - Tensift - Al Haouz
BOURJ EZZAYTOUNE,برج الزيتون,lotissement alaman      m hamid,تجزئة الأمان  حي المحاميد ,0654829959,Marrakech,Marrakech - Tensift - Al Haouz
AL AZZOUZIA,العزوزية,HAY AL AZZOUZIA,حي العزوزية,0654829954,Marrakech,Marrakech - Tensift - Al Haouz
YACOUB ELMANSOUR,يعقوب المنصور,HARHOURA,الهرهورة,,Skhirate Temara,Rabat - Salé - Zemmour - Zaer
ALBATHAE,البطحاء,HAY ANNASR,حي النصر,0679798575,Skhirate Temara,Rabat - Salé - Zemmour - Zaer
MOUAD BNOU JABAL,معاذ بن جبل,AIN ATIG CENTRE,مركز عين عتيق,0679798562,Skhirate Temara,Rabat - Salé - Zemmour - Zaer
COLLEGE IQADDAR,ثانوية إقدار الإعدادية,AL OMRANE 1,العمران  1,0610302275,El Hajeb,Meknès - Tafilalet
LAHBIB HABBOUHA,الحبيب حبوها,HAY EL WAHDA,حي الوحدة,,Es-smara,Guelmim - Es-smara
abou oubaida bnou al jarrah,أبو عبيدة بن الجراح,COMMUN SEDINA,جماعة صدينة,,Tetouan,Tanger - Tetouan
abdellah guennoun,عبد الله كنون,COMMUN SAHTRYINE,جماعة السحتريين,0655791201,Tetouan,Tanger - Tetouan
mouaad bnou jabal,معاذ بن جبل,commun jbel lehbib,جماعة جبل الحبيب,,Tetouan,Tanger - Tetouan
Mohamed abid al jabiri,محمد عابد الجابري,HAY TABOULA,حي طبولة,0655791198,Tetouan,Tanger - Tetouan
Saad ibn abi ouakass,سعد بن أبي وقاص,HAY KOELMA,حي كويلمة,,Tetouan,Tanger - Tetouan
college moaad bnou jabal,ثانوية معاد بن جبل الإعدادية,hay chouhada,حي الشهداء ,0666205387,Beni Mellal,Tadla - Azilal
IBN ZAIDOUN,ابن زيدون,EL KHANDAQ IBRANE,الخندق ابران,,M'diq Fnidaq,Tanger - Tetouan
ABDELKHALEK TORRES,عبد الخالق الطريس,Douar Frasou,دوار فراسو,0655790827,M'diq Fnidaq,Tanger - Tetouan
LYCEE COLLEGIAL IBN SINAE,ثانوية ابن سيناء الاعدادية,HAY AZMMOUR   ERRACHIDIA,حي أزمور        الرشيدية,,Errachidia,Meknès - Tafilalet
LYcée collégial ennahda,الثانوية الإعدادية النهضة,hay elmajd,حي المجد,0654827131,Rehamna,Marrakech - Tensift - Al Haouz
Lycee collègial oulad moumna,الثانوية الاعدادية اولاد مومنة,oulad moumna,اولاد مومنة,,Chichaoua,Marrakech - Tensift - Al Haouz
Lycée collégial Lalla Aziza,الثانوي الإعدادية للا عزيزة,Lalla Aziza,للا عزيزة,,Chichaoua,Marrakech - Tensift - Al Haouz
Lycée collégial Gmassa,الثانوية الإعدادية كماسة,Gmassa, جماعة كماسة شيشاوة,0654827086,Chichaoua,Marrakech - Tensift - Al Haouz
Lycée collégial Hay Lhassani,الثانوية الإعدادية الحي الحسني,Hay Lhassani Chichaoua,الحي الحسني شيشاوة,,Chichaoua,Marrakech - Tensift - Al Haouz
lycée collégial Assif Almal,الثانوية الإعدادية أسيف المال,Assif Almal,أسيف المال,,Chichaoua,Marrakech - Tensift - Al Haouz
ESSAADA,السعادة,DOUAR OULED MOSBAH ROUIF,دوار أولاد مصباح الرويف,0671814864,Kenitra,Gharb - Chrarda - Beni Hssen
ANNAHDA,النهضة,SIDI AYYACH CENTRE,سيدي عياش المركز,06671814837,Kenitra,Gharb - Chrarda - Beni Hssen
SAFSAFE,الصفصاف,COMMUNE EL M SAADA,جماعة المساعدة,,Sidi slimane,Gharb - Chrarda - Beni Hssen
AZZOHOUR,الزهور,LALLA MIMOUNA CENTRE,للاميمونة المركز,0671815213,Kenitra,Gharb - Chrarda - Beni Hssen
ben msim,بن الصميم,commune de ben smim route de meknes,جماعة بن الصميم طريق مكناس,0667989009,Ifrane,Meknès - Tafilalet
boufekrane,بوفكران,boufekrane,بوفكران,,Meknes,Meknès - Tafilalet
Lycée Collègiale ibn sina,الثانوية الإعدادية ابن سينا,bab berred,باب برد,0655790851,Chefchaouen,Tanger - Tetouan
el mansour,المنصور,quartier chahdia el mansour ,حي الشهدية المنصور,0666259402,Meknes,Meknès - Tafilalet
ATTASSAMOH,التسامح,SIDI TAIBI CENTRE,مركز سيدي الطيبي,,Kenitra,Gharb - Chrarda - Beni Hssen
Youssef bnou tachfine,يوسف بن تاشفين,ERRICH,الريش,0667504690,Midelt,Meknès - Tafilalet
MZIZL,مزيزل,MZIZL,مزيزل,,Midelt,Meknès - Tafilalet
LYEE COLLEGIAL PRINCE HERITIER MOULAY EL HASSAN,ثانوية ولي العهد مولاي الحسن الإعدادية,HAY AL QODS,حي القدس,,Tantan,Guelmim - Es-smara
CPI Nzalt Laadam,المركب التربوي المندمج انزالت لعظم,CR Nzalt Laadam,جماعة انزالت لعظم,0654828071,Rehamna,Marrakech - Tensift - Al Haouz
AL MANFALOUTI,المنفلوطي,HAY ANNAHDA,حي النهضة,,Skhirate Temara,Rabat - Salé - Zemmour - Zaer
LYCEE COLLEGIAL BADR,ثانوية بدر الإعدادية ,DOUAR FOUM TLIT,دوار فم تليت,,Tata,Guelmim - Es-smara
BADR,بدر,Hay AL Omran,حي العمران,,Nador,l'Oriental
FATIMA THAMI,فاطمة التهامي,DOUAR LAMZABIYINE,دوار لمزبيين,0665984032,Ain Chok,Grand Casablanca
Abdelah Elhadaoui,عبد الله الحداوي ,Errahma,الرحمة دار بوعزة,,Nouaceur,Grand Casablanca
C MOULAY SLIMANE,اعدادية مولاي اسليمان,SEDRET BOU AMOUD,سدرة بوعمود,,Oujda Angad,l'Oriental
C ABDELMALEK SAADI,اعدادية عبدالمالك السعدي,HAY ANNAJD,حي النجد,,Oujda Angad,l'Oriental
ABDELAZIZ MEZINE BELFQUIH,عبد العزيز مزيان بلفقيه,HAY HASSANI,الحي الحسني,0673273232,Hay Hassani,Grand Casablanca
OUSSEF IBN TACHFINE,يوسف بن تاشفين,LISSASFA3  KM9 HAY HASSANI,ليساسفة 3 كلم 9 الحي الحسني,,Hay Hassani,Grand Casablanca
AICHA OUM AL mouminine,عائشة أم المؤمنين,QUARTIER BENSAFFAR SEFROU,حي بنصفار صفرو,0660139662,Sefrou,Fès - Boulmane
TAHA HSSINE ,طه حسين ,lotissement ALAMANE 1,تجزئة الأمان 1,0661901709,Boujdour,Laayoune-Boujdour-Sakia Al Hamra
laHacen El Youssi,لحسن اليوسي,boulevard Ismailia montfleurie II,شارع الإسماعيلية الزهور 2,,Fès,Fès - Boulmane
Annasr,النصر,aouinat El hajjaj,عوينات الحجاج,0660139614,Fès,Fès - Boulmane
ibnou sina,ابن سينا,lqliaa,القليعة,0666538540,Inzegane Ait Melloul,Sous-Massa-Draa
eLMAJD,المجد,HAY ELMOHMMADI OUARZAZATE,الحي المحمدي ورزازات,,Ouarzazate,Sous-Massa-Draa
ABDELKRIM ELKHTTABI,عبد الكريم الخطابي,HAY SIDI DAOUD OUARZAZATE,حي سيدي داوود,0661403908,Ouarzazate,Sous-Massa-Draa
ibnou hanbal,ابن حنبل,quartier erramel Tarrast inezgane,حي الرمل تراست إنزكان,,Inzegane Ait Melloul,Sous-Massa-Draa
ABDELKARIM  AL KHATTABI,عبد الكريم الخطابي, DEBDOU,دبدو,,Taourirt,l'Oriental
al imam achafii,الامام الشافعي,douar askjour,دوار اسكجور,0661452521,Zagoura,Sous-Massa-Draa
HAMMANE FATOUAKI,حمان الفطواكي,HAY MOUJNIBA TAOURIRT,حي موجنيبة تاوريرت,,Taourirt,l'Oriental
Lycée Collégial TALGJOUNT,الثانوية الإعدادية تالكجونت,commune Talgjount,جماعة تالكجونت,,Taroudant,Sous-Massa-Draa
C Oukba bnou Nafiaa,اعدادية عقبة بن نافع,Commune Tadrart,جماعة تدرارت,0661580096,Agadir Ida Outanane,Sous-Massa-Draa
ELIA ABOU MADI,إليا أبو ماضي,ABOUAB MARRAKECH  SUD,أبواب مراكش - الجنوب,,Marrakech,Marrakech - Tensift - Al Haouz
AL IZDIHAR,الازدهار,HAY AL IZDIHAR,حي الازدهار,,Marrakech,Marrakech - Tensift - Al Haouz
JBEL GUELIZ,جبل جليز,AZLI SUD,أزلي الجنوبي,0606779598,Marrakech,Marrakech - Tensift - Al Haouz
AL BAYROUNI,البيروني,HAY AL IZDIHAR,حي الازدهار,,Marrakech,Marrakech - Tensift - Al Haouz
COMPLEXE PEDA TAMANSOURTE,المركب التربوي تمنصورت,TAMANSOURTE,تمنصورت,,Marrakech,Marrakech - Tensift - Al Haouz
FEDOUA TOUKANE,فدوى طوقان,ABOUAB MARRAKECH  SUD,أبواب مراكش - الجنوب,0654738650,Marrakech,Marrakech - Tensift - Al Haouz
CPI Bouchane,المركب التربوي المندمج بوشان,CR Bouchane,جماعة بوشان,0654828066,Rehamna,Marrakech - Tensift - Al Haouz
CPI Lamharra,لملركب التربوي المندمج لمحرة,CR Lamharra,جماعة لمحرة,,Rehamna,Marrakech - Tensift - Al Haouz
college MATARKA,إعدادية معتركة,centre de la commune de MATARKA,مركز جماعة معتركة,,Figuig,l'Oriental
JABIR IBN HAYANE,جابر بن حيان,SOUK AAM,سوق عام,0654827098,Essaouira,Marrakech - Tensift - Al Haouz
MAHMOUD DAROUICH,محمود درويش,MESKALA,مسكالة,,Essaouira,Marrakech - Tensift - Al Haouz
Collège Jnane Deroua,إعدادية جنان الدروة,Groupement Saada Deroua,مجمع السعادة,0522532721,Berrechid,Chaouia - Ourdigha
BOUZMOU,بوزمو,BOUZMOU,بوزمو,,Midelt,Meknès - Tafilalet
LYCEE EL JADIDA COLLEGIAL,الثانوية الجديدة الإعدادية,HAY LYCEE,حي الليسي,,Guelmim,Guelmim - Es-smara
IBN TOUFAIL,ابن طفيل,DR AIT HAMZA,دوار ايت حمزة,0671562777,Boulmane,Fès - Boulmane
KHALID BNOU ALWALID,خالد بن الوليد,KASBAT AL AMINE2 HAY HASSANI,قصبة الأمين2 الحي الحسني,,Hay Hassani,Grand Casablanca
College ouled Aissa,اعدادية اولاد عيسى,Com ouled Aissa,جماعة هولاد عيسى,,Khouribga,Chaouia - Ourdigha
College IBN ALKHATIB,ثانوية ابن الخطيب الإعدادية,hay raja FKIH BEN SALAH,حي الرجاء الفقيه بن صالح,,Fkih ben salah,Tadla - Azilal
