NOM_ETABLISSENTFR,NOM_ETABLISSENTAR,ADRESSEFR,ADRESSEAR,TELEPHONE,PROVINCE,REGION
IBN BASSAM,ابن بسام,BOULEVARD CHENGUIT 144 smaala ,شارع شنقيط,0523-40-28-67,Settat,Chaouia - Ourdigha
ETTAOUHID,التوحيد,HAY MIMOUNA COMMUNE SETTAT,حي ميمونة,05234001354,Settat,Chaouia - Ourdigha
IBNOU TACHFIN,ابن تاشفين,BOULEVARD mohamed V SETTAT,شارع محمد الخامس,0523-40-32-60,Settat,Chaouia - Ourdigha
TARIK BNOU ZIAD,طارق بن زياد,HAY SIDI ABD EL KRIM,حي سيدي عبدالكريم,0523406830,Settat,Chaouia - Ourdigha
ELKHAYR,الخير,LOTISSEMENT EL KHAIR COMMUNE SETTAT,تجزئة الخير,0671804394,Settat,Chaouia - Ourdigha
AL FARAH,الفرح,HAY EL FARAH COMMUNE SETTAT,حي الفرح,0671804403,Settat,Chaouia - Ourdigha
EL GENERALE ELKETTANI,الجنرال الكتاتي,BOULEVARDD MOULAY SMAIL,شارع مولاي اسماعيل,0522-33-70-84,Berrechid,Chaouia - Ourdigha
DRISS  LAHRIZI,ادريس الحريزي,RUE EZZARQTOUNI  quartier administratif,زنقة الزرقطوني الحي الإداري,0522-33-70-36,Berrechid,Chaouia - Ourdigha
BADR,بدر,QUARTIER ADMINISTRATIF,الحي الإداري,0663220772,Berrechid,Chaouia - Ourdigha
AICHA ETTIMOURIA,عائشة التيمورية,RUE DAMAS,زنقة دمشق,0671804989,Berrechid,Chaouia - Ourdigha
EL HAY EL HASSANI,الحي الحسني,bloc HAY EL HASSANI,شارع إدريس الحريزي بلوك الحي الحسني,0671805094,Berrechid,Chaouia - Ourdigha
ESSALAM 1,السلام 1,ecole essalam 1   BERRCHID,مدرسة السلام 1 برشيد,0522325585,Berrechid,Chaouia - Ourdigha
ALMADRASSA ALJADIDA,المدرسة الجديدة,HAY tissir 2  BD MOHAMED SMIHA N 82 BERRECHID,حي التيسير2 شارع محمد سميحة الرقم 82,0522.33.74.72,Berrechid,Chaouia - Ourdigha
ABDERRAHIM BOUABID,عبد الرحيم بوعبيد,LOTISSEMENT BEN MASAOUD HAY ERRAHA,تجزئة بن مسعود حي الراحة ,0671805312,Berrechid,Chaouia - Ourdigha
HALIMA ESSAADIA,حليمة السعدية,quartier administratif,الحي الإداري,022333028,Berrechid,Chaouia - Ourdigha
SAKINA BENT ELHOUSSINE,سكينة بنت الحسين,rue ibrahim roudani,زنقة ابراهيم الروداني,0671805542,Berrechid,Chaouia - Ourdigha
ABDELWAHED ELMORRAKCHI,عبد الواحد المراكشي,BD MOHAMED V hay el fath,شارع محمد الخامس حي الفتح,0671805563,Berrechid,Chaouia - Ourdigha
IBN KHALDOUN,ابن خلدون,BOULEVARD ZERKTOUNI COMMUNE EL GARA,شارع الزرقطوني,0671805611,Berrechid,Chaouia - Ourdigha
eL KHAIZORANE,الخيزران,QUARTIER ADMINISTRATIF,ااحي الإداري,0668660410,Settat,Chaouia - Ourdigha
OQBA BNOU NAFII,عقبة بن نافع,derb LHAJ ben taghi ben ahmed, ابن أحمد درب الحاج بن التاغي,023-40-80-49,Settat,Chaouia - Ourdigha
MOHAMED 6,محمد السادس,Bd bnou tofail pam,شارع ابن طفيل بام,0671805798,Settat,Chaouia - Ourdigha
FATIMA AL FIHRIA,فاطمة الفهرية,QUARTIER ADMINISTRATIF,الحي الإداري,0671805937,Settat,Chaouia - Ourdigha
ALWAHDA,الوحدة,derb belaidi,درب بالعايدي,-  -  -,Settat,Chaouia - Ourdigha
ACHAHID ROCHDI,الشهيد رشدي,HAY RAJA,حي الرجاء,0671805924,Settat,Chaouia - Ourdigha
TLAT LOULAD,ثلاث لولاد,TLAT LOULAD,ثلاث لولاد,0671806115,Settat,Chaouia - Ourdigha
CENTRAL SIDI HAJJAJ,سيدي حجاج, OULAD M RAH,اولاد مراح,0671806119,Settat,Chaouia - Ourdigha
ALHOUSINE BNOU ALI,الحسين بن علي, OULAD M RAH,اولاد مراح,0668041530,Settat,Chaouia - Ourdigha
OULAD M RAH,اولاد مراح,OULAD M RAH,اولاد مراح,0523715738,Settat,Chaouia - Ourdigha
ABOU BAKR ESSIDDIQ,أبو بكر الصديق, OULAD M RAH,اولاد مراح,0523715753,Settat,Chaouia - Ourdigha
CENTRALE OULED ABBOU,مركزية اولاد عبو,centre oulad abbou  COMMUNE OULAD ABBOU,مرلاكزية اولاد عبو جماعة اولاد عبو,0661415848,Berrechid,Chaouia - Ourdigha
SIDI NACER CENTRALE,سيدي ناصر,QUARTIER ADMINISTRATIF,الحي الاداري,,Settat,Chaouia - Ourdigha
EDDAKHLA,الداخلة,HAY OULAD GHAlEM,حي اولاد غالم,0671806317,Settat,Chaouia - Ourdigha
ABI HOREIRA,أبي هريرة,hay ouled ghalem,حي اولاد غالم,0671806334,Settat,Chaouia - Ourdigha
BNI MESKINE,بني مسكين,douar OULED BOUCHAIr,دوار اولاد بوشعير,0671806372,Settat,Chaouia - Ourdigha
OULAD NACER CENTRE,مركزية اولاد ناصر,oulad nacer COMMUNE SIDI HEJJAJ,اولاد ناصر جماعة سيدي حجاج,0641993775,Settat,Chaouia - Ourdigha
RAS ELAIN,راس العين,CENTRE RAS EL AIN COMMUNE RAS EL AIN,مركز راس العين,-  -  -,Settat,Chaouia - Ourdigha
S/S DEROUA NOUACEUR ,م/م الدروة النواصر,SS DEROUA NOUACEUR COMMUNE DEROUA,م/م الدروة النواصر  الدروة,0671806235,Berrechid,Chaouia - Ourdigha
DAR ELHADDAD,دار الحداد,ecole dar elhaddad  COMMUNE SOUALEM,مدرسة دار الحداد جماعة السوالم,,Berrechid,Chaouia - Ourdigha
SOUK TNIN JDID,سوق الاثنين الجديد,secteur scolaire SOUK TNIN JDID COMMUNE BNI KHLOUG,م/م سوق الاثنين الجديد,0671806503,Settat,Chaouia - Ourdigha
EZZOUKCH centre,مركزية  الزوكش,EZZOUKCH COMMUNE MZAMZA SUD,الزوكش مزامزة الجنوبية,0641990735,Settat,Chaouia - Ourdigha
DAR EL CAID ESSAGHIR centre,مركزية دار القايد الصغير,DAR ELKAID ESSAGHIR COMMUNE OULAD sghiar,دار القايد الصغير اولاد اعفيف اولاد الصغير,0671806643,Settat,Chaouia - Ourdigha
KHMISSAT CHAOUIA CENTRE,مركزية خميسات الشاوية,COMMUNE KHMISSAT CHAOUIA,خميسات الشاوية,0667471765,Settat,Chaouia - Ourdigha
SAAD BNOU ABI OUAQQAS,سعد بن ابي وقاص,COMMUNE OULAD SAID,قصبة اولاد سعيد,0641993782,Settat,Chaouia - Ourdigha
 OULAD SAID centre,مركزية اولاد سعيد,qasbat  OULAD SAID,قصبة اولاد سعيد,0671806654,Settat,Chaouia - Ourdigha
ALI BNOU ABI TALEB CENTRE,مركزية علي بن ابي طالب, centre oulad abbou  COMMUNE OULAD ABBOU,اولاد عبو المرك جماعة اولاد عبو,0671806250,Berrechid,Chaouia - Ourdigha
MELGOU CENTRE,ملكو المركزية,DOUAR MELGOU COMMUNE NKHILA,دوار ملكو جماعة النخيلة,-  -  -,Settat,Chaouia - Ourdigha
DAR EL KAID oulad abadi CENTRE,مركزية دار القائد اولاد عبادي,DOUAR DAR EL KAID COMMUNE NKHILA,دار القائد اولاد عبادي جماعة النخيلة,-  -  -,Settat,Chaouia - Ourdigha
ENKHAILA hamria CENTRE, مركزية النخيلة حمرية,DOUAR ENKHAILA COMMUNE N KHILA,دوار النخيلة جماعة النخيلة,0671806672,Settat,Chaouia - Ourdigha
LEKHZAZRA cENTRE,مركزية الخزازرة, COMMUNE LEKHZAZRA,جماعة الخزازرة,-  -  -,Settat,Chaouia - Ourdigha
KASBA OD.HADDA centre,مركزية قصبة ولد حادة,DOUAR OULAD BOUAAZA COMMUNE LEKHZAZRA,دوار اولاد بوعزة جماعة الخزازرة,-  -  -,Settat,Chaouia - Ourdigha
AIN EL BAIDA CENTRE,مركزية العين البيضاء,elain elbaida COMMUNE LAKHZAZRA,العين البيضاء جماعة الخزازرة,0641993830,Settat,Chaouia - Ourdigha
 MEGARTO cENTRE,مركزية مكارطو,DOUAR LAKEHALECH MEGARTO,دوار كحالش جماعة مكارطو,-  -  -,Settat,Chaouia - Ourdigha
OULAD BEN ARIF,اولاد بنعريف,DOUAR OULAD BEN ARIF COMMUNE MEGARTO,دوار اولاد بنعريف جماعة مكارطو,-  -  -,Settat,Chaouia - Ourdigha
LAKHLOT CENTRE,مركزية لخلط,DOUAR LAKHLOT COMMUNE MEGARTO,دوار لخلط مكارطو,0661267118,Settat,Chaouia - Ourdigha
BIR MRAH CENTRE,مركزية بئر مراح,DOUAR OULAD MOUMEN COMMUNE MEGARTO,دوار اولاد مومن مكارطو,0641993795,Settat,Chaouia - Ourdigha
sidi dahbi centre,مركزية سيدي الدهبي ,sidi dahbi ,سيدي الدهبي,-  -  -,Settat,Chaouia - Ourdigha
LEKYAYLA,الكيايلة,DOUAR LEKYAYLA COMMUNE SIDI DAHBI,دوار الكيايلة جماعة سيدي الذهبي,-  -  -,Settat,Chaouia - Ourdigha
SI M'HAMMED EL FEKKAK CENTRE,مركزية سيدي محمد الفكاك, COMMUNE SIDI DAHBI,جماعة سيدي الذهبي,-  -  -,Settat,Chaouia - Ourdigha
JEMAAT OULED MHAMED centre,مركزية جمعة اولاد محمد,douar oulad boumaiza  COMMUNE OULAD M HAMMED,دوار اولاد بومعيزة جماعة اولاد امحمد,0523586971,Settat,Chaouia - Ourdigha
OULAD EZZIREG CENTRE,مركزية اولاد الزيرك,DOUAR OULAD lahcen  COMMUNE OULAD M HAMED,دوار اولاد  لحسن  جماعة اولاد امحمد,-  -  -,Settat,Chaouia - Ourdigha
OULAD SALAH CENTRE,مركزية اولاد صالح,DOUAR OULAD SALAH COMMUNE OULAD MHAMED,دوار اولاد صالح جماعة اولاد امحمد,0641990950,Settat,Chaouia - Ourdigha
OULAD CHAIB sidi ismail CENTRE,مركزية اولاد شعيب سيدي اسماعيل,oulad chaib COMMUNE OULED M HAMED,اولاد شعيب جماعة اولاد محمد,0668120714,Settat,Chaouia - Ourdigha
EZAOUIA CENTRE,مركزية الزاوية,DOUAR EZAOUIA  ,دوار الزاوية التاغية - ابن أحمد,0661165620,Settat,Chaouia - Ourdigha
ZIOU CENTRE,مركزية زيو,ZAIOU  SIDI ABDELKARIME,زايو سيدي عبد الكريم,0661295615,Settat,Chaouia - Ourdigha
LAHLAF CENTRE,مركزية لحلاف,DOUAR LAHLAF COMMUNE LEHLAF M ZAB,لحلاف مزاب,06-41-99-3756,Settat,Chaouia - Ourdigha
OULAD AMER CENTRE,مركزية اولاد عامر,DOUAR OULADE AMER COMMUNE AHLAF MZAB,دوار اولاد عامر جماعة الاحلاف امزاب,-  -  -,Settat,Chaouia - Ourdigha
BOUGUERGOUH CENTRE,مركزية بوكركوح,DOUAR OULAD SLIMAN COMMUNE BOUGUERGOUH,دوار اولاد سليمان جماعة بوكركوح,0661068267,Settat,Chaouia - Ourdigha
BOUATROUSS CENTRE,مركزية بوعتروس,DOUAR LAABADLA COMMUNE BOUGUERGOUH,دوار العباضلة جماعة بوكركوح,-  -  -,Settat,Chaouia - Ourdigha
OULED SLIMANE MZAB CENTRE,مركزية اولاد سليمان امزاب,DOUAR OULAD SLIMAN EL KARMA COMMUNE BOUGUERGOUH,دوار اولاد سليمان جماعة بوكركوح,0641993781,Settat,Chaouia - Ourdigha
SI ABD LAKRIM CENTRE,مركزية سيدي عبد الكريم,DOUAR LEGHZAOUNA COMMUNE sidi abdelkarim,دوار لغزاونة جماعة سيدي عبد الكريم,0661290274,Settat,Chaouia - Ourdigha
SS ZOUAIR cENTRE,مركزية الزواير,DOUAR zouair COMMUNE sidi abdelkarim,دوار الزواير.جماعة سيدي عبدالكريم,0641991276,Settat,Chaouia - Ourdigha
 AIN LEKHMIS CENTRE,مركزية عين الخميس,AIN LAHJAR  COMMUNE SIDI ABDELKARIM,عين الحجر جماعة سيدي عبد الكريم,0641993734,Settat,Chaouia - Ourdigha
 MRIZIG centre,مركزية امريزيك,DOUAR OULAD HAJJAJ COMMUNE MRIZIGUE,دوار اولاد حجاج جماعة امريزيك,-  -  -,Settat,Chaouia - Ourdigha
JBALA CENTRE,مركزية اجبالة,DOUAR OULAD JERRAR COMMUNE MRIZIGUE,دواراولادالحران جماعة امريزيك,-  -  -,Settat,Chaouia - Ourdigha
JBALA OULED MBAREK CENTRE,مركزية أجبالة أولاد مبارك,DOUAR JBALA  COMMUNE MRIZIGUE,دوار اجبالة جماعة امريزيك,0641993752,Settat,Chaouia - Ourdigha
OULAD CHAOUI CENTRE,مركزية اولاد الشاوي,DOUAR OULAD SLIMAN COMMUNE MNIAA,دوار اولاد سليمان جماعة امنييع,0667583919,Settat,Chaouia - Ourdigha
SOUALEM OULED MRAH centre,مركزية السوالم اولاد امراح,DOUAR EDRAISS COMMUNE MNIAA,دوار الدرايس اولاد امراح جماعة امنيع,0662239668,Settat,Chaouia - Ourdigha
SIDI HAJJAJ LAQDIM cENTRE,مركزية سيدي حجاج القديم,SIDI HEJJAJ laqdim,سيدي حجاج القديم,0641991090,Settat,Chaouia - Ourdigha
LABIOUD CENTRE,مركزية البيوض,DOUAR LABIOUD COMMUNE SIDI HEJJAJ,دوار البيوض جماعة سيدي حجاج,-  -  -,Settat,Chaouia - Ourdigha
OULAD BOUZID CENTRE,مركزية اولاد بوزيد,DOUAR OULAD BOUZID COMMUNE SIDI HEJJAJ,دوار اولاد بوزيد جماعة سيدي حجاج,0641993767,Settat,Chaouia - Ourdigha
SGAMNA CENTRE,مركزية السكامنة, COMMUNE SGAMNA sidi hejjaj,جماعة السكامنة سيدي حجاج,042687035,Settat,Chaouia - Ourdigha
SIDI BELQACEM CENTRE,مركزية سيدي بلقاسم,sid belqacem  LAHBATA COMMUNE SGAMNA,سيدي بلقاسم لهباطة جماعة السكامنة,0641993787,Settat,Chaouia - Ourdigha
TAAOUNIA CENTRE,مركزية التعاونية,DOUAR ETAAOUNIA COMMUNE SGAMNA,دوار التعاونية جماعة السكامنة,-  -  -,Settat,Chaouia - Ourdigha
OULAD FARESS CENTRE,مركزية اولاد فارس,SOUK ETOULATA COMMUNE OULAD FARES,سوق الثلاثاء اولاد فارس,-  -  -,Settat,Chaouia - Ourdigha
oULAD AADOU CENTRE,مركزية أولاد عدو,DOUAR LAHBATA COMMUNE OULAD FARES,دوار لهباطة جماعة اولاد فارس,0641990767,Settat,Chaouia - Ourdigha
lAGRATMA centre,مركزية الكراطمة,DOUAR ESSOUALEM EL HARCHA COMMUNE OULAD FARES,دوار السوالم الحرشة جماعة اولاد فارس,0641993741,Settat,Chaouia - Ourdigha
OULAD MOUSSA CENTRE,مركزية اولاد موسى,DOUAR OULAD EL HARRAR COMMUNE OULAD FARES,دوار اولاد حرار جماعة اولاد فارس,0641990945,Settat,Chaouia - Ourdigha
centre  OULED CHBANA,مركزية اولاد اشبانة,DOUAR oulad chbana  COMMUNE OULAD CHBANA,دوار اولاد شبانة جماعة اولاد شبانة,0661269551,Settat,Chaouia - Ourdigha
LAMSIIDATE CENTRE,مركزية المسيعدات,DOUAR LAMSIIDATE COMMUNE OULAD CHBANA,دوار المسيعدات جماعة اولاد شبانة,0641990770,Settat,Chaouia - Ourdigha
OUAD ENNAANAA CENTRE,مركزية واد النعناع,DOUAR ECHERKAOUA COMMUNE OUED NAANAA,دوار الشرقاوة جماعة وادي النعناع,0661295160,Settat,Chaouia - Ourdigha
ENKHAILA oued naanaa CENTRE,مركزية النخيلة واد النعناع,DOUAR CHMAMTA COMMUNE OUED NAANAA,دوار الشمامتة جماعة وادي النعناع,0661298865,Settat,Chaouia - Ourdigha
lABHALLA centre,مركزية لبهالة,DOUAR EL KOUBBA COMMUNE RAS EL AIN,دوار القبة جماعة راس العين,0641993747,Settat,Chaouia - Ourdigha
 BIR BOUGSAIA CENTRE,مركزية بئر بوكصيعة, CENTRE BIR BOUGSAIAA  COMMUNE RAS EL AIN,مركزية بير بوكصيعة جماعة راس العين,,Settat,Chaouia - Ourdigha
OULAD AMMI ALLAL cENTRE, مركزية اولاد عمي علال,DOUAR OULAD AMMI ALLAL COMMUNE RAS EL AIN,اولاد عمي علال راس العين,0641990859,Settat,Chaouia - Ourdigha
ELAOUNATE CENTRE,مركزية العونات,DOUAR EL AOUNATE LEQWARCHA COMMUNE RAS EL AIN,دوار العونات القوارشة جماعة راس العين,0641994099,Settat,Chaouia - Ourdigha
OULAD SI ABDELLAH CENTRE,مركزية اولاد سي عبد الله,DOUAR OULAD SI ABDELLAH COMMUNE RAS EL AIN,دوار اولاد  سي عبد الله جماعة راس العين,0641990952,Settat,Chaouia - Ourdigha
  LEHSASNA CENTRE,مركزية الحساسنة,DOUAR LAAOUISSATE COMMUNE LAHSSASSNA,دوار لعويسات جماعة الحساسنة,-  -  -,Berrechid,Chaouia - Ourdigha
OULED BELHCEN CENTRE,مركزية اولاد بلحسن,DOUAR OULAD BELHCEN COMMUNE LAHSSASSNA,دوار اولاد بلحسن جماعة الحساسنة,0661348986,Berrechid,Chaouia - Ourdigha
ELKASBA CENTRE,مركزية القصبة,DOUAR OULAD ALLAL COMMUNE SIDI ELMEKKI,دوار اولاد علال جماعة سيدي المكي,0523713865,Berrechid,Chaouia - Ourdigha
GRIGUIH CENTRE,مركزية كريكيح,DOUAR GRIGUIH COMMUNE SIDI ELMEKKI,دوار كريكيح جماعة سيدي المكي,0641990759,Berrechid,Chaouia - Ourdigha
SIDI ELMEKKI CENTRE,مركزية سيدي المكي,DOUAR ZAOUIAT sidi el mekki COMMUNE SIDI EL MEKKI,دوارزاوية سيدي المكي  الجماعة سيدي المكي,0661408961,Berrechid,Chaouia - Ourdigha
EZZBIRATE CENTRE,الزبيرات,DOUAR EZZBIRATE COMMUNE OULAD SEBBAH,الزبيرات اولاد صباح,0661369116,Berrechid,Chaouia - Ourdigha
oulad ettbib centre,اولاد الطبيب,douar ouladmhamedbensliman,دوار اولاد محمد بنسليمان,0661441745,Berrechid,Chaouia - Ourdigha
OULAD ZIDANE CENTRE,اولاد زيدان,DOUAR OULAD KACEM COMMUNE OULAD ZIDANE,دوار اولاد قاسم اولاد زيدان,0641993779,Berrechid,Chaouia - Ourdigha
OULAD EL QORRA,اولاد القرة,DOUAR OULAD BOUCHAIB COMMUNE OULAD ZIDANE,اولاد القرة اولاد زيدان,0650384060,Berrechid,Chaouia - Ourdigha
  OULED SLIMANE CENTRE,مركزية اولاد سليمان,DOUAR LEAAMAMRA COMMUNE SIDI BENHAMDOUNE,دوار لعمامرة اولاد سليمان جماعة سيدي بنحمدون,0641993791,Berrechid,Chaouia - Ourdigha
HAMROUDA CENTRE,مركزية حمرودة,DOUAR HAMROUDA COMMUNE SIDI BENHAMDOUNE,دوار حمرودة جماعة سيدي بن حمدون,0641993751,Berrechid,Chaouia - Ourdigha
  MEDDAHA CENTRE,مركزية مداحة,DOUAR OULAD KHDIJ  COMMUNE SIDI BEN HAMDOUNE,دوار اولاد خديج جماعة سيدي بنحمدون,0641993790,Berrechid,Chaouia - Ourdigha
SIDI BENHAMDOUN CENTRE,مركزية سيدي بنحمدون,DR OULAD SIDI BOUAANAN COMMUNE SIDI BEN HAMDOUNE,دوار اولاد سيدي بنحمدون جماعة سيدي بنمحدون,067928130,Berrechid,Chaouia - Ourdigha
LEBRAHMA CENTRE,مركزية البراهمة,DOUAR LEBRAHMA od abbou COMMUNE LAGHNIMYINE,دوار البراهمة الهدامى اولاد عبو جماعة الغنيميين,0641993758,Berrechid,Chaouia - Ourdigha
LAMAACHATE CENTRE,مركزية المعاشات,DOUAR EL HKAKMA COMMUNE LAGHNIMYINE,دوار الحكاكمة جماعة الغنيميين,0641993757,Berrechid,Chaouia - Ourdigha
LAGHNIMIINE CENTRE,مركزية الغنيميين, tnine laghnimyine COMMUNE LAGHNIMYINE,اثنين لغنيميين جماعة الغنيميين,0641993755,Berrechid,Chaouia - Ourdigha
BIR KHRISS CENTRE,مركزية بئر خريص,DOUAR OULAD ALI COMMUNE LAGHNIMYINE,دوار اولاد علي جماعة الغنيميين, 0641993739,Berrechid,Chaouia - Ourdigha
ELMOUCHMA CENTRE,مركزية الموشمة,DOUAR LAMOUCHMA COMMUNE BEN MAACHOU, دوار الموشمة جماعة بن معاشو,0641993748,Berrechid,Chaouia - Ourdigha
BEN MAACHOU 1 CENTRE,مركزية بن معاشو 1,DOUAR LEQOUASSMA COMMUNE BEN MAACHOU,دوار القواسمة جماعة ابن معاشو,0673358178,Berrechid,Chaouia - Ourdigha
  BENMAACHOU 2 CENTRE,مركزية بن معاشو 2,DOUAR LISSASFA COMMUNE BEN MAACHOU,دوار ليساسفة جماعة بن معاشو 2,067638604,Berrechid,Chaouia - Ourdigha
sidi abdelkhalek centre,مركزية سيدس عبد الخالق,DOUAR Lotay COMMUNE SIDI ABDELKHALEQ,دوارلوطي جماعة سيدي عبد الخالق,0641993792,Berrechid,Chaouia - Ourdigha
BOULEKNADEL,بولقنادل,DOUAR EBDAOUA COMMUNE SIDI ABDELKHALEQ,دوار البداوية جماعة سيدي عبد الخالق,0641993797,Berrechid,Chaouia - Ourdigha
 MOUALINE DEROUA 2,موالين الدروة2,DOUAR  chloh deroua,دوار أشلوح الدروة,070989012,Berrechid,Chaouia - Ourdigha
 MOUALINE DEROUA 1,موالين الدروة1,DOUaR ouled ben omar COMMUNE OULED ZIYANE,دوار اولاد بن عمرو جماعة اولاد زيان,0641992760,Berrechid,Chaouia - Ourdigha
OULAD ELBACHA CENTRE,اولاد الباشا,DOUAR OULAD EL BACHA COMMUNE KASBAT BEN MCHICH,اولاد الباشا قصبة بنمشيش,0661428162,Berrechid,Chaouia - Ourdigha
 QASBAT BENMCHICH,قصبة بنمشيش,DOUAR BETIOUA COMMUNE KASBAT BEN MCHICH,م/م قصبة بنمشيش,0661463488,Berrechid,Chaouia - Ourdigha
BIR ETTOUR CENTRE,بئر الثور,DOUAR BIR ETOUR COMMUNE JAQMA cercle el gara,دوار بئر الثور جماعة جاقمة دائرة الكارة,0661388963,Berrechid,Chaouia - Ourdigha
LARBAA EJDIDA CENTRE,الأربعاء الجديدة,DOUAR KRAIZ ABBARA COMMUNE JAQMA,دوار كريز عبارة جاقمة,0661389255,Berrechid,Chaouia - Ourdigha
 JAQMA LABSASLA,جاقمة لبصاصلة,DOUAR LABSASLA COMMUNE LAMBARKYINE,دوارلبصاصلة لمباركيين,0661392617,Berrechid,Chaouia - Ourdigha
 LEMBARKYINE,لمباركيين,DOUAR OULAD MOUMEN COMMUNE LEMBARKYINE,دوار اولاد مومن لمباركيين,0661395149,Berrechid,Chaouia - Ourdigha
JAMAAT RIAH CENTRE,جمعة الرياح,JAMAAT RIAH,جمعة الرياح,0666553343,Berrechid,Chaouia - Ourdigha
CHERKAOUA CENTRE,شرقاوة,DOUAR CHERKAOUA  COMMUNE RIAH,شرقاوة الرياح,0641993799,Berrechid,Chaouia - Ourdigha
BOUTERRA CENTRE,بوطرة,DOUAR BOUTERRA COMMUNE FOQRA OULAD AMER,بوطرة الفقرة اولاد عمرو,0641993743,Berrechid,Chaouia - Ourdigha
FOQRA OULAD LAHCEN,الفقرة اولاد لحسن,DR OULAD LAHCEN  COMMUNE FOQRA OULAD AMER,اولاد لحسن ج الفقرة اولاد عمرو,0641993750,Berrechid,Chaouia - Ourdigha
  OULED HRIZ 2 CENTRE,امركزية اولاد احريز 2,DOUAR SOUK ESSEBT COMMUNE SAHEL OULAD HRIZ,سوق السبت جماعة الساحل اولاد احريز ,0661396265,Berrechid,Chaouia - Ourdigha
CHOGUA CENTRE,مركزية الشكة,DOUAR ECHOUGA COMMUNE sahel oulad hriz,دوار الشكة جماعة الساحل اولاد حرىز,0661409283,Berrechid,Chaouia - Ourdigha
LAKHYAITA CENTRE,مركزية الخيايطة,DOUAR LAKHYAYTA COMMUNE sahal ouled hriz,دوار الخيايطة جماعة الساحل اولاد احريز,0661394253,Berrechid,Chaouia - Ourdigha
LEKHDARA CENTRE,مركزية الخدارة,DOUAR LAKHDARA COMMUNE sahel ouled hriz,دوار الخدارة جماعة الساحل أولاد احريز,0661392881,Berrechid,Chaouia - Ourdigha
OULAD SELTANA CENTRE,مركزية اولاد سلطانة,DOUAR OULAD SELTANA COMMUNE OULAD HRIZ,دوار اولاد سلطانة جماعة اولاد احريز الساحل,-  -  -,Berrechid,Chaouia - Ourdigha
SIDI KACEM CENTRE,سيدي قاسم الساحل,DOUAR EJJEDAT COMMUNE OULAD H RIZ,دوار سيدي قاسم الساحل جماعة اولاد احريز الساحل,0641991545,Berrechid,Chaouia - Ourdigha
  OULED HRIZ 1 CENTRE,مركزية اولاد احريز 1,CENTRE OULAD HRIZ SAHEL COMMUNE OULAD H RIZ,مركزية اولاد احريز 1 جماعة اولاد احريز,-  -  -,Berrechid,Chaouia - Ourdigha
  MY TOUHAMI centre,مركزية ملولاي التهامي,DOUAR Lekhlaif  COMMUNE SOUALEM,دوار لخلايف جماعة السوالم,065647472,Berrechid,Chaouia - Ourdigha
LEKHLAIF CENTRE,مركزية الخلايف,DOUAR LEKHLAIF COMMUNE SOUALEM,دوار   البراهمة جماعة   السوالم الطريفية,0671806387,Berrechid,Chaouia - Ourdigha
OULAD MESSOUD CENTRE,مركزية اولاد مسعود,DOUAR OULAD MESSAOUD COMMUNE SOUALEM TRIDYA,دوار أولاد مسعود جماعة السوالم الطريفية,0641993774,Berrechid,Chaouia - Ourdigha
 SOUALEM CENTRE,مركزية السوالم,DOUAR LEHOUAOURA COMMUNE SIDI REHAL CHATII,دوار الهواورة جماعة سيدي رحال الشاطئ,0661399704,Berrechid,Chaouia - Ourdigha
CHORFA CENTRE, مركزية الشرفاء,hay ECHORFA COMMUNE SIDI REHAL CHATII,حي الشرفاء جماعة سيدي رحال الشاطء,0661399792,Berrechid,Chaouia - Ourdigha
OULAD BEL GUACEM CENTRE,مركزية اولاد بلقاسم, OULAD BEL KACEM COMMUNE OULAD FARES ELHALLA,اولاد بلقاسم جماعة اولاد فارس الحلة,0666832819,Settat,Chaouia - Ourdigha
ELHALLA CENTRE,الحلة,ELHALLA CENTRE COMMUNE OULAD FARES ELHALLA,مركزية الحلة اولاد فارس الحلة,0661436109,Settat,Chaouia - Ourdigha
OULAD BOUALI CENTRE,مركزية اولاد بوعلي, OULAD BOUALI NOUAJA,اولاد بوعلي النواجة,0661438885,Settat,Chaouia - Ourdigha
BOUKARKOUR centre,مركزية بوكركور,DOUAR SIDI BOUKARKOUR COMMUNE OULAD BOUALI NOUAJA,سيدي بوكركور اولاد بوعلي النواجة,0670100162,Settat,Chaouia - Ourdigha
OULAD HAMOU CENTRE,مركزية اولاد حمو,DOUAR OULAD HAMMOU COMMUNE MESKOURA,دوار اولاد حمو مسكورة,066833842,Settat,Chaouia - Ourdigha
ELKHADRA CENTRE,مركزية الخضراء,DOUAR ETTAOUNIA EL KHADRA COMMUNE MESKOURA,دوار تعاونية الخضراء مسكورة,0641991598,Settat,Chaouia - Ourdigha
ENNASSIRIA centre,مركزية الناصرية,DOUAR ETAAOUNIA ENASSIRIA COMMUNE MESKOURA,التعاونية الناصرية مسكورة,0641990750,Settat,Chaouia - Ourdigha
AIT HACHEM CENTRE,مركزية ايت هاشم,DOUAR AIT HACHEM,دوار ايت هاشم,-  -  -,Settat,Chaouia - Ourdigha
NOINA CENTRE,مركزية لنوانة,DOUAR NOINA COMMUNE OULAD AMER,النوانة اولاد عامر,0641993765,Settat,Chaouia - Ourdigha
 LEQRAQRA ERRAGBA centre,لقراقرة الركبةمركزية , COMMUNE LEQRAQRA,جماعة لقراقرة,-  -  -,Settat,Chaouia - Ourdigha
