Nom Etablissement,Adresse,Ville,Téléphone,FAX,EMAIL,Nature,Cycle d'enseignement,Région,Province,Commune
BNI OULID,COMMUNE BNI OULID CENTRE TAOUNATE,Taounate,535973035,-  -  -,allal.jaadouni@hotmail.fr,Secteur Scolaire Centre Ecole mère                                  ,Etablissement de l'Enseignement Primaire,Taza  - Al Hoceima - Taounate,Taounate,Bni Oulid
KALAA,DOUAR AIN HAMRA COMMUNE BNI OULID TAOUNATE,Taounate,-  -  -,-  -  -,,Secteur Scolaire Centre Ecole mère                                  ,Etablissement de l'Enseignement Primaire,Taza  - Al Hoceima - Taounate,Taounate,Bni Oulid
SIDI SOUSSANE centre,SIDI SOUSSANE COMMUNE BNI OULID TAOUNATE,Taounate,-----,-  -  -,,Secteur Scolaire Centre Ecole mère                                  ,Etablissement de l'Enseignement Primaire,Taza  - Al Hoceima - Taounate,Taounate,Bni Oulid
TIMDGHASSE,DOUAR TIMDGHASSE COMMUNE BNI OULID TAOUNATE,Taounate,670193075,-  -  -,,Secteur Scolaire Centre Ecole mère                                  ,Etablissement de l'Enseignement Primaire,Taza  - Al Hoceima - Taounate,Taounate,Bni Oulid
BOUADEL,COMMUNE BOUADEL CENTRE TAOUNATE,Taounate,535727569,-  -  -,,Secteur Scolaire Centre Ecole mère                                  ,Etablissement de l'Enseignement Primaire,Taza  - Al Hoceima - Taounate,Taounate,Bouadel
BNI KORRA,DOUAR EL MROUJ COMMUNE BOUADEL TAOUNATE,Taounate,35727450,-  -  -,,Secteur Scolaire Centre Ecole mère                                  ,Etablissement de l'Enseignement Primaire,Taza  - Al Hoceima - Taounate,Taounate,Bouadel
OULAD AZAME,DOUAR CHAARIA COMMUNE BOUADEL TAOUNATE,Taounate,-  -  -,-  -  -,,Secteur Scolaire Centre Ecole mère                                  ,Etablissement de l'Enseignement Primaire,Taza  - Al Hoceima - Taounate,Taounate,Bouadel
AIN JNANE,DOUAR AIN JNAN COMMUNE BOUADEL TAOUNATE,Taounate,535727448,-  -  -,,Secteur Scolaire Centre Ecole mère                                  ,Etablissement de l'Enseignement Primaire,Taza  - Al Hoceima - Taounate,Taounate,Bouadel
IMAME MALEK,COMMUNE BOUHOUDA CENTRE TAOUNATE,Taounate,-  -  -,-  -  -,NULL,Secteur Scolaire Centre Ecole mère                                  ,Etablissement de l'Enseignement Primaire,Taza  - Al Hoceima - Taounate,Taounate,Bouhouda
OULAD HSSAINE,DOUAR OULAD HSSAINE COMMUNE BOUHOUDA TAOUNATE,Taounate,-  -  -,-  -  -,,Secteur Scolaire Centre Ecole mère                                  ,Etablissement de l'Enseignement Primaire,Taza  - Al Hoceima - Taounate,Taounate,Bouhouda
SS ASMEL Primaire,DOUAR ASMEL COMMUNE BOUHOUDA TAOUNATE,Taounate,660119754,-  -  -,,Secteur Scolaire Centre Ecole mère                                  ,Etablissement de l'Enseignement Primaire,Taza  - Al Hoceima - Taounate,Taounate,Bouhouda
AICHTOUM,DOUAR AICHTOUM COMMUNE BOUHOUDA TAOUNATE,Taounate,35977138,-  -  -,,Secteur Scolaire Centre Ecole mère                                  ,Etablissement de l'Enseignement Primaire,Taza  - Al Hoceima - Taounate,Taounate,Bouhouda
BNI BERBER,DOUAR OULAD BEN DAOUD COMMUNE BOUHOUDA TAOUNATE,Taounate,666866076,-  -  -,,Secteur Scolaire Centre Ecole mère                                  ,Etablissement de l'Enseignement Primaire,Taza  - Al Hoceima - Taounate,Taounate,Bouhouda
SECteur scolaire kelaa bouhouda,DOUAR EL KALAA COMMUNE BOUHOUDA TAOUNATE,Taounate,660143906,-  -  -,,Secteur Scolaire Centre Ecole mère                                  ,Etablissement de l'Enseignement Primaire,Taza  - Al Hoceima - Taounate,Taounate,Bouhouda
ZRIZER,SOUK ZRIZER COMMUNE ZRIZER TAOUNATE,Taounate,O535677274,-  -  -,,Secteur Scolaire Centre Ecole mère                                  ,Etablissement de l'Enseignement Primaire,Taza  - Al Hoceima - Taounate,Taounate,Zrizer
s s HADDADA primaire,DOUAR HADDADA COMOUNE ZRIZER TAOUNATE,Taounate,660119848,-  -  -,,Secteur Scolaire Centre Ecole mère                                  ,Etablissement de l'Enseignement Primaire,Taza  - Al Hoceima - Taounate,Taounate,Zrizer
Ecole Sad Es-sahla Primaire,DOUAR BAB MEHREZ COMMUNE ZRIZER TAUNATE,Taounate,535977143,-  -  -,,Secteur Scolaire Centre Ecole mère                                  ,Etablissement de l'Enseignement Primaire,Taza  - Al Hoceima - Taounate,Taounate,Zrizer
KHLALFA,COMMUNE KHLALFA CENTRE TAOUNATE,Taounate,35727469,-  -  -,,Secteur Scolaire Centre Ecole mère                                  ,Etablissement de l'Enseignement Primaire,Taza  - Al Hoceima - Taounate,Taounate,Khlalfa
TAOUNATE EL KCHOUR,DOUAR TAOUNATE LAKCHOUR  COMMUNE KHLALFA TAOUNATE,Taounate,-  -  -,-  -  -,lakchour@gmail.com,Secteur Scolaire Centre Ecole mère                                  ,Etablissement de l'Enseignement Primaire,Taza  - Al Hoceima - Taounate,Taounate,Khlalfa
MECHKOUR,DOUAR MECHKOUR COMMUNE KHLALFA  TAOUNATE,Taounate,0535 72 74 63,-  -  -,,Secteur Scolaire Centre Ecole mère                                  ,Etablissement de l'Enseignement Primaire,Taza  - Al Hoceima - Taounate,Taounate,Khlalfa
TARIK IBN ZIAD,DOUAR BAB OUANDAR COMMUNE RGHIOUA TAOUNATE,Taounate,35977093,-  -  -,,Secteur Scolaire Centre Ecole mère                                  ,Etablissement de l'Enseignement Primaire,Taza  - Al Hoceima - Taounate,Taounate,Rghioua
ALLAL BEN ABDELLAH,DOUAR BOUAZOUNE COMMUNE RGHIOUA TAOUNATE,Taounate,4173-  -  -,-  -  -,DRISS8491@HOTMAIL.FR,Secteur Scolaire Centre Ecole mère                                  ,Etablissement de l'Enseignement Primaire,Taza  - Al Hoceima - Taounate,Taounate,Rghioua
SAHEL BOUTAHAR,DOUAR SAHEL BOUTAHAR COMMUNE MEZRAOUA TAOUNATE,Taounate,-  -  -,-  -  -,,Secteur Scolaire Centre Ecole mère                                  ,Etablissement de l'Enseignement Primaire,Taza  - Al Hoceima - Taounate,Taounate,Mezraoua
el kadi âyyad,DOUAR MEZRAOUA OULYA COMMUNE MEZRAOUA TAOUNATE,Taounate,535977057,-  -  -,mansouri-1@hotmail.com,Secteur Scolaire Centre Ecole mère                                  ,Etablissement de l'Enseignement Primaire,Taza  - Al Hoceima - Taounate,Taounate,Mezraoua
MEHDI BNOU TOUMARTE,DOUAR AFRAS COMMUNE TAMEDITE TAOUNATE,Taounate,35977062,-  -  -,,Secteur Scolaire Centre Ecole mère                                  ,Etablissement de l'Enseignement Primaire,Taza  - Al Hoceima - Taounate,Taounate,Tamedit
AOUZAY,DOUAR YOUNANE COMMUNE TAMEDITE TAOUNATE,Taounate,535977066,-  -  -,el.guezzar@hotmail.com,Secteur Scolaire Centre Ecole mère                                  ,Etablissement de l'Enseignement Primaire,Taza  - Al Hoceima - Taounate,Taounate,Tamedit
SIDI ALI BEN DAOUD,DOUAR ZAOUYA COMMUNE TAMEDITE TAOUNATE,Taounate,35977061,-  -  -,,Secteur Scolaire Centre Ecole mère                                  ,Etablissement de l'Enseignement Primaire,Taza  - Al Hoceima - Taounate,Taounate,Tamedit
ABDESSALAM ERRADI,DOUAR YAHYAOITE COMMUNE TAMEDITE TAOUNATE,Taounate,35977060,-  -  -,,Secteur Scolaire Centre Ecole mère                                  ,Etablissement de l'Enseignement Primaire,Taza  - Al Hoceima - Taounate,Taounate,Tamedit
e.  p.  HASSANE BNOU THABITE,DOUAR TAMEDITE COMMUNE TAMEDITE TAOUNATE,Taounate,535977059,-  -  -,,Secteur Scolaire Centre Ecole mère                                  ,Etablissement de l'Enseignement Primaire,Taza  - Al Hoceima - Taounate,Taounate,Tamedit
ALI BNOU ABI TALIB,DOUAR AIN BARDA COMMUNE TAMEDITE TAOUNATE,Taounate,666738603,-  -  -,,Secteur Scolaire Centre Ecole mère                                  ,Etablissement de l'Enseignement Primaire,Taza  - Al Hoceima - Taounate,Taounate,Tamedit
OMAR BNOU LKHATTABE,DOUAR TAFZA COMMUNE TAMEDITE TAOUNATE,Taounate,535977073,-  -  -,,Secteur Scolaire Centre Ecole mère                                  ,Etablissement de l'Enseignement Primaire,Taza  - Al Hoceima - Taounate,Taounate,Tamedit
SIDI ABDERRAHMANE,DOUAR SIDI ABDERRAHMNE COMMUNE BNI OUNJEL TAOUNA,Taounate,35977256,-  -  -,,Secteur Scolaire Centre Ecole mère                                  ,Etablissement de l'Enseignement Primaire,Taza  - Al Hoceima - Taounate,Taounate,Bni Ounjel Tafraout
EL MALAAB,DOUAR GHZAOIna COMMUNE BNI OUNJEL TAfraOUTE,Taounate,535977191,-  -  -,,Secteur Scolaire Centre Ecole mère                                  ,Etablissement de l'Enseignement Primaire,Taza  - Al Hoceima - Taounate,Taounate,Bni Ounjel Tafraout
MOUKHTAR SOUSSI,DOUAR OUED KASBA COMMUNE FENNASSA BABELHIT TAOUNAT,Taounate,35977065,-  -  -,,Secteur Scolaire Centre Ecole mère                                  ,Etablissement de l'Enseignement Primaire,Taza  - Al Hoceima - Taounate,Taounate,Fennassa Bab El Hit
S S IBNOU LHAYTAME PRIMAIRE,DOUAR BAB EL HIT COMMUNE FENNASSA BAB EL HIT TAOUN,Taounate,535977100,-  -  -,,Secteur Scolaire Centre Ecole mère                                  ,Etablissement de l'Enseignement Primaire,Taza  - Al Hoceima - Taounate,Taounate,Fennassa Bab El Hit
ZOUAOUA SOUFLA,DOUAR ZOUAOUA SOUFLA COMMUNE FENNASSA BAB ELHIT TA,Taounate,535977068,-  -  -,,Secteur Scolaire Centre Ecole mère                                  ,Etablissement de l'Enseignement Primaire,Taza  - Al Hoceima - Taounate,Taounate,Fennassa Bab El Hit
FATIMA FAHRIA,DOUAR HAMMATA COMMUNE FENNASSA BAB ELHIT TAOUNATE,Taounate,535977069,-  -  -,,Secteur Scolaire Centre Ecole mère                                  ,Etablissement de l'Enseignement Primaire,Taza  - Al Hoceima - Taounate,Taounate,Fennassa Bab El Hit
ZOUHAYR BNOU ABI SALMA,DOUAR EL GOURNA COMMUNE FENNASSA BAB EL HIT TAOUNA,Taounate,660119735,-  -  -,,Secteur Scolaire Centre Ecole mère                                  ,Etablissement de l'Enseignement Primaire,Taza  - Al Hoceima - Taounate,Taounate,Fennassa Bab El Hit
ECOLE ABDERRAHIM BOUABID,COMMUNE BSABSA CENTRE TISSA,Taounate,35680274,-  -  -,nemli.a@hotmail.com,Secteur Scolaire Centre Ecole mère                                  ,Etablissement de l'Enseignement Primaire,Taza  - Al Hoceima - Taounate,Taounate,El Bsabssa
BSABSA,DOUAR BSABSA COMMUNE BSABSA TISSA,Taounate,-  -  -,-  -  -,NULL,Secteur Scolaire Centre Ecole mère                                  ,Etablissement de l'Enseignement Primaire,Taza  - Al Hoceima - Taounate,Taounate,El Bsabssa
SAD IDRISS PREMIER,DOUAR ARABATE COMMUNE OUED JEMAA TISSA,Taounate,652117983,  -  -  -,,Secteur Scolaire Centre Ecole mère                                  ,Etablissement de l'Enseignement Primaire,Taza  - Al Hoceima - Taounate,Taounate,Oued Jemaa
ABDELMOUMEN EL MOAHIDI,DOUAR KAADA HAMRA COMMUNE OUED JEMAA TISSA,Taounate,-  -  -,-  -  -,NULL,Secteur Scolaire Centre Ecole mère                                  ,Etablissement de l'Enseignement Primaire,Taza  - Al Hoceima - Taounate,Taounate,Oued Jemaa
MAFATIH,DOUAR MAFATIH COMMUNE OUED JEMAA TISSA,Taounate,660143927,-  -  -,ecomafatih@gmail.com,Secteur Scolaire Centre Ecole mère                                  ,Etablissement de l'Enseignement Primaire,Taza  - Al Hoceima - Taounate,Taounate,Oued Jemaa
BRATLA - centre,DOUAR BRATLA COMMUNE RAS ELOUED TISSA,TISSA,35977337,-  -  -,,Secteur Scolaire Centre Ecole mère                                  ,Etablissement de l'Enseignement Primaire,Taza  - Al Hoceima - Taounate,Taounate,Ras El Oued
OULAD LASRI,DOUAR OULAD LASRI RAS  EL OUED TISSA,issa,660119736,-  -  -,,Secteur Scolaire Centre Ecole mère                                  ,Etablissement de l'Enseignement Primaire,Taza  - Al Hoceima - Taounate,Taounate,Ras El Oued
AHMED BOUKMAKH,COMMUNE RAS ELOUED CENTRE TISSA,Tissa,535977281,-  -  -,ecoboukmakh@yahoo.fr,Secteur Scolaire Centre Ecole mère                                  ,Etablissement de l'Enseignement Primaire,Taza  - Al Hoceima - Taounate,Taounate,Ras El Oued
OULAD MEHDI,DOUAR OULAD MEHDI COMMUNE RAS EL OUED TISSA,Taounate,660119801,-  -  -,,Secteur Scolaire Centre Ecole mère                                  ,Etablissement de l'Enseignement Primaire,Taza  - Al Hoceima - Taounate,Taounate,Ras El Oued
GAADA,GAADAROUICHIENE COMMUNE SIDIMHAMED BEN LAHCEN TISS,Taounate,66364556,-  -  -,,Secteur Scolaire Centre Ecole mère                                  ,Etablissement de l'Enseignement Primaire,Taza  - Al Hoceima - Taounate,Taounate,Sidi M'Hamed Ben Lahcen
MRIHLA,DOUAR MRIHLA COMMUNE SIDI MHAMED BEN LAHCEN  TISSA,Taounate,535727543,-  -  -,,Secteur Scolaire Centre Ecole mère                                  ,Etablissement de l'Enseignement Primaire,Taza  - Al Hoceima - Taounate,Taounate,Sidi M'Hamed Ben Lahcen
S/S BOUCHAMATE,DOUAR BOUCHAMMATE COMMUNE SIDI MHAMED BEN LAHCEN,Taounate,-  -  -,-  -  -,,Secteur Scolaire Centre Ecole mère                                  ,Etablissement de l'Enseignement Primaire,Taza  - Al Hoceima - Taounate,Taounate,Sidi M'Hamed Ben Lahcen
BAB GRAOUA,DOUAR BAB GRAOUA COMMUNE SIDI MHAMED BEN LAHCEN  T,Taounate,-  -  -,-  -  -,NULL,Secteur Scolaire Centre Ecole mère                                  ,Etablissement de l'Enseignement Primaire,Taza  - Al Hoceima - Taounate,Taounate,Sidi M'Hamed Ben Lahcen
AIN MAATOUF,DOUAR KHAROUBA COMMUNE AIN MAATOUF TISSA,Taounate,660119854,,mohaMmed.gualgàl@TAALIM.MA,Secteur Scolaire Centre Ecole mère                                  ,Etablissement de l'Enseignement Primaire,Taza  - Al Hoceima - Taounate,Taounate,Ain Maatouf
ADDALA,DOUAR ADDALA COMMUNE AIN MAATOUF TISSA,TISSA,535977236,-  -  -,,Secteur Scolaire Centre Ecole mère                                  ,Etablissement de l'Enseignement Primaire,Taza  - Al Hoceima - Taounate,Taounate,Ain Maatouf
LOUKDA,DOUAR LOUKDA COMMUNE AIN MAATOUF  TISSA,Taounate,-  -  -,-  -  -,,Secteur Scolaire Centre Ecole mère                                  ,Etablissement de l'Enseignement Primaire,Taza  - Al Hoceima - Taounate,Taounate,Ain Maatouf
secteur scolaire TAKADDOUME,COMMUNE AIN AICHA CENTRE TISSA,Taounate,660119853,-  -  -,,Secteur Scolaire Centre Ecole mère                                  ,Etablissement de l'Enseignement Primaire,Taza  - Al Hoceima - Taounate,Taounate,Ain Aicha
OULAD BOUCHTA,DOUAR AIN BOUHAJAJ COMMUNE AIN AICHA TISSA,Taounate,35977244,-  -  -,,Secteur Scolaire Centre Ecole mère                                  ,Etablissement de l'Enseignement Primaire,Taza  - Al Hoceima - Taounate,Taounate,Ain Aicha
TAAOUNIATE AL KIFAH,TAAOUNIAT AL KIFAH COMMUNE AIN AICHA TISSA,Taounate,-  -  -,-  -  -,,Secteur Scolaire Centre Ecole mère                                  ,Etablissement de l'Enseignement Primaire,Taza  - Al Hoceima - Taounate,Taounate,Ain Aicha
OULAD DAHHOU,DOUAR OULAD DAHHOU COMMUNE AIN AICHA  TISSA,tissa,535977242,-  -  -,hamidabdallah45@yahoo.fr,Secteur Scolaire Centre Ecole mère                                  ,Etablissement de l'Enseignement Primaire,Taza  - Al Hoceima - Taounate,Taounate,Ain Aicha
AIN LAKRAA,DOUAR AL HRARSA COMMUNE AIN AICHA  TISSA,taounate,-  -  -,-  -  -,--------------------------------------------,Secteur Scolaire Centre Ecole mère                                  ,Etablissement de l'Enseignement Primaire,Taza  - Al Hoceima - Taounate,Taounate,Ain Aicha
OULAD DAOUD,DOUAR OULAD DAOUD COMMUNE OULAD DAOUD TISSA,Taounate,535977169,-  -  -,brahimiftah@hotmail.com,Secteur Scolaire Centre Ecole mère                                  ,Etablissement de l'Enseignement Primaire,Taza  - Al Hoceima - Taounate,Taounate,Ouled Daoud
OULAD JMOUH,DOUAR OULAD JMOUH COMMUNE OULAD DAOUD TISSA,Taounate,-  -  -,-  -  -,NULL,Secteur Scolaire Centre Ecole mère                                  ,Etablissement de l'Enseignement Primaire,Taza  - Al Hoceima - Taounate,Taounate,Ouled Daoud
OULAD AISSA,DOUAR DRADA COMMUNE OULAD DAOUD  TISSA,Taounate,660119758,-  -  -,rach-med@hotmail.com,Secteur Scolaire Centre Ecole mère                                  ,Etablissement de l'Enseignement Primaire,Taza  - Al Hoceima - Taounate,Taounate,Ouled Daoud
HAJRIA,DOUAR OULAD AZIZ COMMUNE OULAD DAOUD TISSA,Taounate,035.97.71.44,-  -  -,,Secteur Scolaire Centre Ecole mère                                  ,Etablissement de l'Enseignement Primaire,Taza  - Al Hoceima - Taounate,Taounate,Ouled Daoud
OULAD ALI,DOUAR SIDI SAID COMMUNE BOUAROUSS TISSA,Taounate,-  -  -,  -  -  -,NULL,Secteur Scolaire Centre Ecole mère                                  ,Etablissement de l'Enseignement Primaire,Taza  - Al Hoceima - Taounate,Taounate,Bouarouss
centre s/s BOUAROUSS,COMMUNE BOUAROUSS CENTRE TISSA,TISSA,35687725,-  -  -,,Secteur Scolaire Centre Ecole mère                                  ,Etablissement de l'Enseignement Primaire,Taza  - Al Hoceima - Taounate,Taounate,Bouarouss
EL KHYAYTA,DOUAR EL KHYAYTA COMMUNE BOUAROUSS TISSA,Taounate,-  -  -,-  -  -,,Secteur Scolaire Centre Ecole mère                                  ,Etablissement de l'Enseignement Primaire,Taza  - Al Hoceima - Taounate,Taounate,Bouarouss
AIN MARCHOUCH,DOUAR AIN MARCHOUCH COMMUNE BOOAROUS  TISSA,Taounate,-  -  -,-  -  -,NULL,Secteur Scolaire Centre Ecole mère                                  ,Etablissement de l'Enseignement Primaire,Taza  - Al Hoceima - Taounate,Taounate,Bouarouss
DIDBA,DOUAR DIDBA COMMUNE AIN LAGDAH  TISSA,Taounate,-  -  -,-  -  -,NULL,Secteur Scolaire Centre Ecole mère                                  ,Etablissement de l'Enseignement Primaire,Taza  - Al Hoceima - Taounate,Taounate,Ain Lagdah
LAGRANA SOUFLA,DOUAR LAGRANA SOUFLA COMMUNE AIN LAGDAH TISSA,Taounate,35727697,-  -  -,,Secteur Scolaire Centre Ecole mère                                  ,Etablissement de l'Enseignement Primaire,Taza  - Al Hoceima - Taounate,Taounate,Ain Lagdah
AIN LEGDAH,COMMUNE AIN LEGDAH CENTRE  TISSA,Taounate,535727623,-  -  -,,Secteur Scolaire Centre Ecole mère                                  ,Etablissement de l'Enseignement Primaire,Taza  - Al Hoceima - Taounate,Taounate,Ain Lagdah
OULAD SOULTANE,DOUAR OULAD SOULTANE COMMUNE AIN LAGDAH TISSA,Taounate,35218302,-  -  -,,Secteur Scolaire Centre Ecole mère                                  ,Etablissement de l'Enseignement Primaire,Taza  - Al Hoceima - Taounate,Taounate,Ain Lagdah
OULAD AYAD,COMMUNE OULAD AYAD CENTRE  TISSA,Taounate,35677784,-  -  -,,Secteur Scolaire Centre Ecole mère                                  ,Etablissement de l'Enseignement Primaire,Taza  - Al Hoceima - Taounate,Taounate,Ouled Ayyad
BIYADATE,DOUAR BIADATE COMMUNE OULAD AYAD  TISSA,Tissa,35218250,-  -  -,ah-biyadate@hotmail.com,Secteur Scolaire Centre Ecole mère                                  ,Etablissement de l'Enseignement Primaire,Taza  - Al Hoceima - Taounate,Taounate,Ouled Ayyad
AIN MNAKHER,KOUDIA AL GHIRRAN COMMUNE MESSASSA TISSA,Taounate,35218272,-  -  -,,Secteur Scolaire Centre Ecole mère                                  ,Etablissement de l'Enseignement Primaire,Taza  - Al Hoceima - Taounate,Taounate,Messassa
MESSASSA,DOUAR MESSASSA COMMUNE MESSASSA  TISSA,tissa,660119821,-  -  -,,Secteur Scolaire Centre Ecole mère                                  ,Etablissement de l'Enseignement Primaire,Taza  - Al Hoceima - Taounate,Taounate,Messassa
OUTA BOUAABANE,RASS AL ABIAD COMMUNE OUTA BOUAABANE TISSA,tissa,535218299,-  -  -,,Secteur Scolaire Centre Ecole mère                                  ,Etablissement de l'Enseignement Primaire,Taza  - Al Hoceima - Taounate,Taounate,Outabouabane
BOUAARRAM,DOUAR BOUARRAM COMMUNE OUTABOUABANE TISSA,Taounate,535218206,-  -  -,,Secteur Scolaire Centre Ecole mère                                  ,Etablissement de l'Enseignement Primaire,Taza  - Al Hoceima - Taounate,Taounate,Outabouabane
OULAD ABDELKRIM,DOUAR OULAD ABDELKRIM COMMUNE OUTA BOUABANE TISSA,Taounate,35218196,-  -  -,elqasba@hotmail.fr,Secteur Scolaire Centre Ecole mère                                  ,Etablissement de l'Enseignement Primaire,Taza  - Al Hoceima - Taounate,Taounate,Outabouabane
lycée collègial ENAHDA,HAY ALIDARI MUNICIPALITE TAOUNATE  TAOUNATE,TAOUNATE,535627444,,college.NAhda@hotmail.com,Lycée collègial enseignement général                                  ,Etablissement de l'Enseignement Collégial,Taza  - Al Hoceima - Taounate,Taounate,Taounate (M)
lycée collègial ALLAL ELFASSI,HAY ERMILA  ASTAR  TAOUNATE,Taounate,535627525,,,Lycée collègial enseignement général                                  ,Etablissement de l'Enseignement Collégial,Taza  - Al Hoceima - Taounate,Taounate,Taounate (M)
lycée collègial LALA MERYEM,KILSA ALHAYLA  MUNICIPALITE TAOUNATE,Taounate,535627375,035-62-75-25,zouzaine@hotmail.com,Lycée collègial enseignement général                                  ,Etablissement de l'Enseignement Collégial,Taza  - Al Hoceima - Taounate,Taounate,Taounate (M)
ABOU CHITAE SENHAJI,COMMUNE AIN MEDIOUNA CENTRE  TAOUNATE,Taounate,535722069,,,Lycée collègial enseignement général                                  ,Etablissement de l'Enseignement Collégial,Taza  - Al Hoceima - Taounate,Taounate,Ain Mediouna
lycée collègial PRINCE MOULAY RACHID,COMMUNE BNI OULID CENTRE  TAOUNATE,Taounate,535973020,,,Lycée collègial enseignement général                                  ,Etablissement de l'Enseignement Collégial,Taza  - Al Hoceima - Taounate,Taounate,Bni Oulid
LYCéE COLLèGIAL BOUHOUDA,COMMUNE BOUHOUDA  MUNICIPALITE TAOUNATE,Taounate,535727567,-  -  -,,Lycée collègial enseignement général                                  ,Etablissement de l'Enseignement Collégial,Taza  - Al Hoceima - Taounate,Taounate,Bouhouda
lycée collègial EL KODS,MUNICIPALITE KARIA BA MOHAMED CENTRE TAOUNATE,Taounate,535628227,,elkods15931r@yahoo.fr,Lycée collègial enseignement général                                  ,Etablissement de l'Enseignement Collégial,Taza  - Al Hoceima - Taounate,Taounate,Kariat Ba Mohamed (M)
lycéee collègiial SIDI M HAMED EL MAGHR,MUNICIPALITE KARIA BA MOHAMED CENTRE  TAOUNATE,Taounate,535628285,,,Lycée collègial enseignement général                                  ,Etablissement de l'Enseignement Collégial,Taza  - Al Hoceima - Taounate,Taounate,Kariat Ba Mohamed (M)
lycée collègial ABDELAZIZ ELFECHTALI,COMMUNE MOULAY BOUCHTA KARIA BA MOHAMED TAOUNATE,Taounate,35977075,-  -  -,college_my_bouchta@hotmail.com,Lycée collègial enseignement général                                  ,Etablissement de l'Enseignement Collégial,Taza  - Al Hoceima - Taounate,Taounate,Moulay Bouchta
lycée collègial HASSAN 2,COMMUNE LAMKANSA KARIA BA MOHAMED  TAOUNATE,Taounate,35727939,-  -  -,collegehassan2@hotmail.fr,Lycée collègial enseignement général                                  ,Etablissement de l'Enseignement Collégial,Taza  - Al Hoceima - Taounate,Taounate,Mkansa
lycée collègial 20 AOUT,MUNICIPALITE GHAFSSAI CENTRE  TAOUNATE,Taounate,035-69-90-37,035-69-90-37,,Lycée collègial enseignement général                                  ,Etablissement de l'Enseignement Collégial,Taza  - Al Hoceima - Taounate,Taounate,Ghafsai (M)
lycée collègial IMAM ALI,MUNICIPALITE GHAFSSAI CENTRE   TAOUNATE,Taounate,0535-69-90-71,,,Lycée collègial enseignement général                                  ,Etablissement de l'Enseignement Collégial,Taza  - Al Hoceima - Taounate,Taounate,Ghafsai (M)
lycée collègial 16 NOVEMBRE,COMMUNE TAFRANT MUNICIPALITE GHAFSSAI  TAOUNATE,Taounate,535977116,,,Lycée collègial enseignement général                                  ,Etablissement de l'Enseignement Collégial,Taza  - Al Hoceima - Taounate,Taounate,Tafrant
Lycée Collègial EL MASSIRA,MINICIPALITE TISSA CENTRE   TAOUNATE,Taounate,535680012,,,Lycée collègial enseignement général                                  ,Etablissement de l'Enseignement Collégial,Taza  - Al Hoceima - Taounate,Taounate,Tissa (M)
lycée collègial 11 JANVIER,MUNICIPALITE TISSA CENTRE  TAOUNATE,Taounate,535680092,-  -  -,,Lycée collègial enseignement général                                  ,Etablissement de l'Enseignement Collégial,Taza  - Al Hoceima - Taounate,Taounate,Tissa (M)
lycée collègial MAWLA Abdlaziz,COMMUNE AIN AICHA  TISSA  TAOUNATE,Taounate,660119869,,,Lycée collègial enseignement général                                  ,Etablissement de l'Enseignement Collégial,Taza  - Al Hoceima - Taounate,Taounate,Ain Aicha
lycée collègial 2 Mars,COMMUNE AIN GDAH MUNICIPALITE TISSA  TAOUNATE,Taounate,6660119787,-  -  -,,Lycée collègial enseignement général                                  ,Etablissement de l'Enseignement Collégial,Taza  - Al Hoceima - Taounate,Taounate,Ain Lagdah
Lycée Qualifiant EL WAHDA,MUNICIPALITE TAOUNATE CENTRE TAOUNATE,Taounate,035-62-72-62,-  -  -,,Lycée qualifiant enseignement général et technique                    ,Etablissement de l'Enseignement Qualifiant,Taza  - Al Hoceima - Taounate,Taounate,Taounate (M)
LYCEE QUALIFIANT IBN KHALDOUN,MUNICIPALITE KARIA CENTRE  TAOUNATE,Taounate,0535-62-82-24,-  -  -,,Lycée qualifiant enseignement général                                 ,Etablissement de l'Enseignement Qualifiant,Taza  - Al Hoceima - Taounate,Taounate,Kariat Ba Mohamed (M)
lycée qualifiant EL MANSOUR DAHBI,MUNICIPALITE TISSA CENTRE  TAOUNATE,Taounate,0535-68-00-13,0535-68-00-13,T111BK82AR333,Lycée qualifiant technique                                            ,Etablissement de l'Enseignement Qualifiant,Taza  - Al Hoceima - Taounate,Taounate,Tissa (M)
LYCéE QUALIFIANT KHALID IBN ALOUALID,COMMUNE BNI OULID MUNICIPALITE TAOUNATE TAOUNATE,Taounate,0535-97-31-06,0535-97-30-21,dr.mohamedbagour@gmail.com,Lycée qualifiant enseignement général                                 ,Etablissement de l'Enseignement Qualifiant,Taza  - Al Hoceima - Taounate,Taounate,Bni Oulid
lycée qualifiant IMAM CHOutaibi,RUE hassan2 MUNICIPALITé GHAFSai  TAOUNATE,ghafsai,535699033,535699033,,Lycée qualifiant enseignement général                                 ,Etablissement de l'Enseignement Qualifiant,Taza  - Al Hoceima - Taounate,Taounate,Ghafsai (M)
lycée collègial ANOUAL,MUNICIPALITE DHAR ESSOUK  PROVINCE TAOUNATE,Taounate,535720117,-  -  -,,Lycée collègial enseignement général                                  ,Etablissement de l'Enseignement Collégial,Taza  - Al Hoceima - Taounate,Taounate,Thar Es-Souk (M)
lycee qualifiant MOHAMED VI,COMMUNE OURDZAGH TAOUNATE,Taounate,35723032,35723032,,Lycée qualifiant enseignement général                                 ,Etablissement de l'Enseignement Qualifiant,Taza  - Al Hoceima - Taounate,Taounate,Ourtzagh
